id_siniestro,score_riesgo,nivel_riesgo,recomendacion,explicacion_score,score_reglas,score_documental,score_nlp,score_modelo,modelo_fallback,rule_points,rule_alerts,rule_critical_flags,rule_severity_max,rule_n_rules_fired,rule_n_critical
SIN-0170,15.4,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 15/100 (Nivel BAJO). Motor de reglas: 1 regla(s) activada(s), 0 crítica(s). Narrativa con similitud 76% respecto a otro siniestro. (Modelo ML no disponible — score calculado con reglas y señales documentales.)",6.7,0.0,76.0,6.7,True,4,R015,,ALTO,1,0
SIN-0171,18.7,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 19/100 (Nivel BAJO). Motor de reglas: 3 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",21.7,0.0,38.0,21.7,True,13,R002|R005|R023,,ALTO,3,0
SIN-0172,17.2,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 17/100 (Nivel BAJO). Motor de reglas: 2 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",23.3,0.0,21.0,23.3,True,14,R008|R009,,ALTO,2,0
SIN-0173,1.5,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,Score de riesgo: 2/100 (Nivel BAJO). (Modelo ML no disponible — score calculado con reglas y señales documentales.),0.0,0.0,10.0,0.0,True,0,,,NINGUNA,0,0
SIN-0174,10.1,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 10/100 (Nivel BAJO). Motor de reglas: 1 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",13.3,0.0,14.0,13.3,True,8,R008,,ALTO,1,0
SIN-0175,16.4,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 16/100 (Nivel BAJO). Motor de reglas: 2 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",23.3,0.0,16.0,23.3,True,14,R008|R009,,ALTO,2,0
SIN-0176,4.0,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,Score de riesgo: 4/100 (Nivel BAJO). (Modelo ML no disponible — score calculado con reglas y señales documentales.),0.0,0.0,27.0,0.0,True,0,,,NINGUNA,0,0
SIN-0177,15.0,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 15/100 (Nivel BAJO). Motor de reglas: 2 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",23.3,0.0,7.0,23.3,True,14,R008|R009,,ALTO,2,0
SIN-0178,13.8,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 14/100 (Nivel BAJO). Motor de reglas: 1 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",6.7,0.0,65.0,6.7,True,4,R002,,ALTO,1,0
SIN-0179,47.8,MEDIO,Escalar a la Unidad Antifraude para revisión documental.,"Score de riesgo: 48/100 (Nivel MEDIO). Motor de reglas: 5 regla(s) activada(s), 2 crítica(s). Narrativa con similitud 92% respecto a otro siniestro. (Modelo ML no disponible — score calculado con reglas y señales documentales.)",56.7,0.0,92.0,56.7,True,34,R001|R008|R009|R014|R023,R001|R014,CRÍTICO,5,2
SIN-0180,33.8,MEDIO,Escalar a la Unidad Antifraude para revisión documental.,"Score de riesgo: 34/100 (Nivel MEDIO). Motor de reglas: 4 regla(s) activada(s), 1 crítica(s). Narrativa con similitud 85% respecto a otro siniestro. (Modelo ML no disponible — score calculado con reglas y señales documentales.)",35.0,0.0,85.0,35.0,True,21,R002|R005|R014|R023,R014,CRÍTICO,4,1
SIN-0181,34.4,MEDIO,Escalar a la Unidad Antifraude para revisión documental.,"Score de riesgo: 34/100 (Nivel MEDIO). Motor de reglas: 5 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",45.0,0.0,49.0,45.0,True,27,R002|R005|R008|R009|R023,,ALTO,5,0
SIN-0182,3.4,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,Score de riesgo: 3/100 (Nivel BAJO). (Modelo ML no disponible — score calculado con reglas y señales documentales.),0.0,0.0,23.0,0.0,True,0,,,NINGUNA,0,0
SIN-0183,16.1,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 16/100 (Nivel BAJO). Motor de reglas: 2 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",23.3,0.0,14.0,23.3,True,14,R008|R009,,ALTO,2,0
SIN-0184,32.6,MEDIO,Escalar a la Unidad Antifraude para revisión documental.,"Score de riesgo: 33/100 (Nivel MEDIO). Motor de reglas: 4 regla(s) activada(s), 1 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",45.0,0.0,37.0,45.0,True,27,R005|R008|R011|R023,R011,CRÍTICO,4,1
SIN-0185,12.5,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 12/100 (Nivel BAJO). Motor de reglas: 1 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",13.3,0.0,30.0,13.3,True,8,R008,,ALTO,1,0
SIN-0186,16.5,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 16/100 (Nivel BAJO). Motor de reglas: 1 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",13.3,0.0,57.0,13.3,True,8,R008,,ALTO,1,0
SIN-0187,22.8,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 23/100 (Nivel BAJO). Motor de reglas: 2 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",23.3,0.0,59.0,23.3,True,14,R008|R009,,ALTO,2,0
SIN-0188,32.8,MEDIO,Escalar a la Unidad Antifraude para revisión documental.,"Score de riesgo: 33/100 (Nivel MEDIO). Motor de reglas: 4 regla(s) activada(s), 1 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",46.7,0.0,32.0,46.7,True,28,R008|R009|R011|R023,R011,CRÍTICO,4,1
SIN-0189,18.4,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 18/100 (Nivel BAJO). Motor de reglas: 2 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",23.3,0.0,29.0,23.3,True,14,R008|R009,,ALTO,2,0
SIN-0190,11.9,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 12/100 (Nivel BAJO). Motor de reglas: 1 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",13.3,0.0,26.0,13.3,True,8,R008,,ALTO,1,0
SIN-0191,3.0,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,Score de riesgo: 3/100 (Nivel BAJO). (Modelo ML no disponible — score calculado con reglas y señales documentales.),0.0,0.0,20.0,0.0,True,0,,,NINGUNA,0,0
SIN-0192,43.9,MEDIO,Escalar a la Unidad Antifraude para revisión documental.,"Score de riesgo: 44/100 (Nivel MEDIO). Motor de reglas: 5 regla(s) activada(s), 1 crítica(s). Narrativa con similitud 86% respecto a otro siniestro. (Modelo ML no disponible — score calculado con reglas y señales documentales.)",51.7,0.0,86.0,51.7,True,31,R005|R008|R009|R014|R023,R014,CRÍTICO,5,1
SIN-0193,16.6,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 17/100 (Nivel BAJO). Motor de reglas: 2 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",23.3,0.0,17.0,23.3,True,14,R008|R009,,ALTO,2,0
SIN-0194,17.6,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 18/100 (Nivel BAJO). Motor de reglas: 2 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",23.3,0.0,24.0,23.3,True,14,R008|R009,,ALTO,2,0
SIN-0195,33.0,MEDIO,Escalar a la Unidad Antifraude para revisión documental.,"Score de riesgo: 33/100 (Nivel MEDIO). Motor de reglas: 4 regla(s) activada(s), 0 crítica(s). Narrativa con similitud 80% respecto a otro siniestro. (Modelo ML no disponible — score calculado con reglas y señales documentales.)",35.0,0.0,80.0,35.0,True,21,R005|R008|R015|R023,,ALTO,4,0
SIN-0196,11.6,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 12/100 (Nivel BAJO). Motor de reglas: 1 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",13.3,0.0,24.0,13.3,True,8,R008,,ALTO,1,0
SIN-0197,5.8,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,Score de riesgo: 6/100 (Nivel BAJO). (Modelo ML no disponible — score calculado con reglas y señales documentales.),0.0,0.0,39.0,0.0,True,0,,,NINGUNA,0,0
SIN-0198,23.6,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 24/100 (Nivel BAJO). Motor de reglas: 3 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",30.0,0.0,37.0,30.0,True,18,R008|R009|R023,,ALTO,3,0
SIN-0199,12.6,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 13/100 (Nivel BAJO). Motor de reglas: 1 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",13.3,0.0,31.0,13.3,True,8,R008,,ALTO,1,0
SIN-0200,48.1,MEDIO,Escalar a la Unidad Antifraude para revisión documental.,"Score de riesgo: 48/100 (Nivel MEDIO). Motor de reglas: 5 regla(s) activada(s), 2 crítica(s). Narrativa con similitud 94% respecto a otro siniestro. (Modelo ML no disponible — score calculado con reglas y señales documentales.)",56.7,0.0,94.0,56.7,True,34,R001|R008|R009|R014|R023,R001|R014,CRÍTICO,5,2
SIN-0201,24.6,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 25/100 (Nivel BAJO). Motor de reglas: 3 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",28.3,0.0,51.0,28.3,True,17,R005|R008|R023,,ALTO,3,0
SIN-0202,18.2,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 18/100 (Nivel BAJO). Motor de reglas: 2 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",23.3,0.0,28.0,23.3,True,14,R008|R009,,ALTO,2,0
SIN-0203,2.8,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,Score de riesgo: 3/100 (Nivel BAJO). (Modelo ML no disponible — score calculado con reglas y señales documentales.),0.0,0.0,19.0,0.0,True,0,,,NINGUNA,0,0
SIN-0204,9.8,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 10/100 (Nivel BAJO). Motor de reglas: 2 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",13.3,0.0,12.0,13.3,True,8,R002|R023,,ALTO,2,0
SIN-0205,10.1,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 10/100 (Nivel BAJO). Motor de reglas: 1 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",13.3,0.0,14.0,13.3,True,8,R008,,ALTO,1,0
SIN-0206,1.6,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,Score de riesgo: 2/100 (Nivel BAJO). (Modelo ML no disponible — score calculado con reglas y señales documentales.),0.0,0.0,11.0,0.0,True,0,,,NINGUNA,0,0
SIN-0207,15.0,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 15/100 (Nivel BAJO). Motor de reglas: 2 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",23.3,0.0,7.0,23.3,True,14,R008|R009,,ALTO,2,0
SIN-0208,1.3,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,Score de riesgo: 1/100 (Nivel BAJO). (Modelo ML no disponible — score calculado con reglas y señales documentales.),0.0,0.0,9.0,0.0,True,0,,,NINGUNA,0,0
SIN-0209,5.6,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 6/100 (Nivel BAJO). Motor de reglas: 1 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",6.7,0.0,11.0,6.7,True,4,R002,,ALTO,1,0
SIN-0210,32.6,MEDIO,Escalar a la Unidad Antifraude para revisión documental.,"Score de riesgo: 33/100 (Nivel MEDIO). Motor de reglas: 4 regla(s) activada(s), 0 crítica(s). Narrativa con similitud 71% respecto a otro siniestro. (Modelo ML no disponible — score calculado con reglas y señales documentales.)",36.7,0.0,71.0,36.7,True,22,R008|R009|R015|R023,,ALTO,4,0
SIN-0211,9.5,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 10/100 (Nivel BAJO). Motor de reglas: 1 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",13.3,0.0,10.0,13.3,True,8,R008,,ALTO,1,0
SIN-0212,16.8,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 17/100 (Nivel BAJO). Motor de reglas: 2 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",23.3,0.0,19.0,23.3,True,14,R008|R009,,ALTO,2,0
SIN-0213,17.0,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 17/100 (Nivel BAJO). Motor de reglas: 2 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",23.3,0.0,20.0,23.3,True,14,R008|R009,,ALTO,2,0
SIN-0214,23.0,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 23/100 (Nivel BAJO). Motor de reglas: 3 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",30.0,0.0,33.0,30.0,True,18,R002|R008|R009,,ALTO,3,0
SIN-0215,3.2,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,Score de riesgo: 3/100 (Nivel BAJO). (Modelo ML no disponible — score calculado con reglas y señales documentales.),0.0,0.0,21.0,0.0,True,0,,,NINGUNA,0,0
SIN-0216,10.0,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 10/100 (Nivel BAJO). Motor de reglas: 1 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",13.3,0.0,13.0,13.3,True,8,R008,,ALTO,1,0
SIN-0217,49.8,MEDIO,Escalar a la Unidad Antifraude para revisión documental.,"Score de riesgo: 50/100 (Nivel MEDIO). Motor de reglas: 6 regla(s) activada(s), 2 crítica(s). Señales documentales PDF: score 18/100. (Modelo ML no disponible — score calculado con reglas y señales documentales.)",65.0,18.0,42.0,65.0,True,39,R001|R005|R006|R008|R018|R023,R001|R006,CRÍTICO,6,2
SIN-0218,2.8,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,Score de riesgo: 3/100 (Nivel BAJO). (Modelo ML no disponible — score calculado con reglas y señales documentales.),0.0,0.0,19.0,0.0,True,0,,,NINGUNA,0,0
SIN-0219,23.4,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 23/100 (Nivel BAJO). Motor de reglas: 3 regla(s) activada(s), 1 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",30.0,0.0,36.0,30.0,True,18,R002|R011|R023,R011,CRÍTICO,3,1
SIN-0220,22.0,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 22/100 (Nivel BAJO). Motor de reglas: 3 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",30.0,0.0,27.0,30.0,True,18,R002|R008|R009,,ALTO,3,0
SIN-0221,26.1,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 26/100 (Nivel BAJO). Motor de reglas: 2 regla(s) activada(s), 1 crítica(s). Narrativa con similitud 94% respecto a otro siniestro. (Modelo ML no disponible — score calculado con reglas y señales documentales.)",20.0,0.0,94.0,20.0,True,12,R014|R023,R014,CRÍTICO,2,1
SIN-0222,0.8,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,Score de riesgo: 1/100 (Nivel BAJO). (Modelo ML no disponible — score calculado con reglas y señales documentales.),0.0,0.0,5.0,0.0,True,0,,,NINGUNA,0,0
SIN-0223,2.7,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,Score de riesgo: 3/100 (Nivel BAJO). (Modelo ML no disponible — score calculado con reglas y señales documentales.),0.0,0.0,18.0,0.0,True,0,,,NINGUNA,0,0
SIN-0224,29.2,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 29/100 (Nivel BAJO). Motor de reglas: 4 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",36.7,0.0,48.0,36.7,True,22,R002|R008|R009|R023,,ALTO,4,0
SIN-0225,43.5,MEDIO,Escalar a la Unidad Antifraude para revisión documental.,"Score de riesgo: 44/100 (Nivel MEDIO). Motor de reglas: 6 regla(s) activada(s), 1 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",61.7,0.0,43.0,61.7,True,37,R002|R005|R008|R009|R011|R023,R011,CRÍTICO,6,1
SIN-0226,4.5,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,Score de riesgo: 4/100 (Nivel BAJO). (Modelo ML no disponible — score calculado con reglas y señales documentales.),0.0,0.0,30.0,0.0,True,0,,,NINGUNA,0,0
SIN-0227,16.2,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 16/100 (Nivel BAJO). Motor de reglas: 2 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",23.3,0.0,15.0,23.3,True,14,R008|R009,,ALTO,2,0
SIN-0228,43.6,MEDIO,Escalar a la Unidad Antifraude para revisión documental.,"Score de riesgo: 44/100 (Nivel MEDIO). Motor de reglas: 6 regla(s) activada(s), 0 crítica(s). Narrativa con similitud 84% respecto a otro siniestro. (Modelo ML no disponible — score calculado con reglas y señales documentales.)",51.7,0.0,84.0,51.7,True,31,R002|R005|R008|R009|R015|R023,,ALTO,6,0
SIN-0229,2.1,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,Score de riesgo: 2/100 (Nivel BAJO). (Modelo ML no disponible — score calculado con reglas y señales documentales.),0.0,0.0,14.0,0.0,True,0,,,NINGUNA,0,0
SIN-0230,15.4,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 15/100 (Nivel BAJO). Motor de reglas: 2 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",23.3,0.0,9.0,23.3,True,14,R008|R009,,ALTO,2,0
SIN-0231,17.4,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 17/100 (Nivel BAJO). Motor de reglas: 2 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",20.0,0.0,36.0,20.0,True,12,R002|R008,,ALTO,2,0
SIN-0232,10.2,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 10/100 (Nivel BAJO). Motor de reglas: 1 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",13.3,0.0,15.0,13.3,True,8,R008,,ALTO,1,0
SIN-0233,43.6,MEDIO,Escalar a la Unidad Antifraude para revisión documental.,"Score de riesgo: 44/100 (Nivel MEDIO). Motor de reglas: 5 regla(s) activada(s), 1 crítica(s). Narrativa con similitud 97% respecto a otro siniestro. (Modelo ML no disponible — score calculado con reglas y señales documentales.)",48.3,0.0,97.0,48.3,True,29,R002|R008|R014|R016|R023,R014,CRÍTICO,5,1
SIN-0234,35.4,MEDIO,Escalar a la Unidad Antifraude para revisión documental.,"Score de riesgo: 35/100 (Nivel MEDIO). Motor de reglas: 3 regla(s) activada(s), 2 crítica(s). Narrativa con similitud 89% respecto a otro siniestro. (Modelo ML no disponible — score calculado con reglas y señales documentales.)",36.7,0.0,89.0,36.7,True,22,R011|R014|R023,R011|R014,CRÍTICO,3,2
SIN-0235,3.3,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,Score de riesgo: 3/100 (Nivel BAJO). (Modelo ML no disponible — score calculado con reglas y señales documentales.),0.0,0.0,22.0,0.0,True,0,,,NINGUNA,0,0
SIN-0236,11.6,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 12/100 (Nivel BAJO). Motor de reglas: 1 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",13.3,0.0,24.0,13.3,True,8,R008,,ALTO,1,0
SIN-0237,16.1,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 16/100 (Nivel BAJO). Motor de reglas: 2 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",23.3,0.0,14.0,23.3,True,14,R008|R009,,ALTO,2,0
SIN-0238,10.6,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 11/100 (Nivel BAJO). Motor de reglas: 1 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",13.3,0.0,17.0,13.3,True,8,R008,,ALTO,1,0
SIN-0239,14.6,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 15/100 (Nivel BAJO). Motor de reglas: 1 regla(s) activada(s), 0 crítica(s). Narrativa con similitud 71% respecto a otro siniestro. (Modelo ML no disponible — score calculado con reglas y señales documentales.)",6.7,0.0,71.0,6.7,True,4,R015,,ALTO,1,0
SIN-0240,15.0,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 15/100 (Nivel BAJO). Motor de reglas: 2 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",20.0,0.0,20.0,20.0,True,12,R002|R008,,ALTO,2,0
SIN-0241,17.9,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 18/100 (Nivel BAJO). Motor de reglas: 2 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",23.3,0.0,26.0,23.3,True,14,R008|R009,,ALTO,2,0
SIN-0242,9.8,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 10/100 (Nivel BAJO). Motor de reglas: 1 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",13.3,0.0,12.0,13.3,True,8,R008,,ALTO,1,0
SIN-0243,9.7,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 10/100 (Nivel BAJO). Motor de reglas: 1 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",6.7,0.0,38.0,6.7,True,4,R002,,ALTO,1,0
SIN-0244,14.8,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 15/100 (Nivel BAJO). Motor de reglas: 2 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",20.0,0.0,19.0,20.0,True,12,R008|R023,,ALTO,2,0
SIN-0245,11.8,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 12/100 (Nivel BAJO). Motor de reglas: 1 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",13.3,0.0,25.0,13.3,True,8,R008,,ALTO,1,0
SIN-0246,27.0,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 27/100 (Nivel BAJO). Motor de reglas: 3 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",30.0,0.0,60.0,30.0,True,18,R008|R009|R023,,ALTO,3,0
SIN-0247,18.4,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 18/100 (Nivel BAJO). Motor de reglas: 2 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",23.3,0.0,29.0,23.3,True,14,R008|R009,,ALTO,2,0
SIN-0248,3.3,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,Score de riesgo: 3/100 (Nivel BAJO). (Modelo ML no disponible — score calculado con reglas y señales documentales.),0.0,0.0,22.0,0.0,True,0,,,NINGUNA,0,0
SIN-0249,19.8,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 20/100 (Nivel BAJO). Motor de reglas: 2 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",20.0,0.0,52.0,20.0,True,12,R008|R023,,ALTO,2,0
SIN-0250,1.6,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,Score de riesgo: 2/100 (Nivel BAJO). (Modelo ML no disponible — score calculado con reglas y señales documentales.),0.0,0.0,11.0,0.0,True,0,,,NINGUNA,0,0
SIN-0251,12.2,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 12/100 (Nivel BAJO). Motor de reglas: 1 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",13.3,0.0,28.0,13.3,True,8,R008,,ALTO,1,0
SIN-0252,4.5,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,Score de riesgo: 4/100 (Nivel BAJO). (Modelo ML no disponible — score calculado con reglas y señales documentales.),0.0,0.0,30.0,0.0,True,0,,,NINGUNA,0,0
SIN-0253,15.0,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 15/100 (Nivel BAJO). Motor de reglas: 2 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",20.0,0.0,20.0,20.0,True,12,R008|R023,,ALTO,2,0
SIN-0254,22.4,BAJO,Continuar flujo normal de liquidación. Sin señales de riesgo significativas.,"Score de riesgo: 22/100 (Nivel BAJO). Motor de reglas: 3 regla(s) activada(s), 0 crítica(s). (Modelo ML no disponible — score calculado con reglas y señales documentales.)",30.0,0.0,29.0,30.0,True,18,R002|R008|R009,,ALTO,3,0
